"age","inc","educ","fsize","marr","twoearn","db","pira","hown"
37,9828,12,3,0,0,0,0,0
32,6240,11,2,0,0,0,0,0
55,9738,12,1,0,0,0,0,0
49,14100,14,2,0,0,0,0,0
47,60960,11,2,1,1,0,1,1
27,28965,12,5,1,1,0,0,1
36,85437,12,5,1,0,0,1,1
28,36075,14,2,1,1,0,1,0
31,22560,14,5,1,0,0,0,0
61,12885,8,2,0,0,0,0,1
29,41436,12,3,1,1,1,0,1
47,13635,6,7,1,1,0,0,1
34,28032,12,1,0,0,0,0,0
63,25164,14,2,0,0,0,0,1
29,23370,14,1,0,0,0,0,0
48,10581,14,1,0,0,0,0,0
45,43197,14,3,1,1,0,0,1
31,69936,16,4,1,1,0,0,1
40,54204,18,3,1,1,1,0,1
41,46815,12,3,1,1,0,1,0
32,28980,16,1,0,0,0,0,0
51,63225,16,3,0,0,0,1,1
52,29865,12,2,1,0,0,1,0
44,60201,13,3,1,1,1,1,1
46,17865,12,3,1,1,0,0,0
55,27972,10,1,0,0,0,0,1
45,11712,12,4,0,0,0,0,0
29,15372,12,1,0,0,0,0,0
61,22320,8,1,0,0,0,1,1
46,43590,17,5,1,1,1,1,1
27,12369,12,2,0,0,0,0,0
38,19800,12,6,1,1,0,0,0
29,49725,15,4,1,0,0,0,1
25,33270,17,4,0,0,0,0,0
51,33474,12,2,1,1,1,0,1
32,27261,12,8,1,1,0,0,0
36,7197,12,4,0,0,0,0,0
38,26520,16,4,1,1,1,0,0
35,9702,13,2,0,0,0,0,0
37,14679,14,4,1,0,0,0,0
27,17010,13,4,0,0,0,0,0
29,16020,10,4,1,1,0,0,1
57,42375,13,2,1,1,0,0,1
26,37641,12,3,1,0,0,0,1
32,18861,10,5,1,1,0,0,0
36,30720,15,3,1,0,0,1,1
32,54000,12,2,1,1,0,0,1
36,15615,12,1,0,0,0,0,0
36,31752,12,5,1,1,0,0,1
28,83016,14,3,1,1,0,0,1
29,37323,16,3,1,1,0,0,1
28,46332,9,4,1,1,0,0,0
42,19413,12,3,0,0,0,1,1
53,11523,12,3,1,0,0,0,1
30,46398,16,4,1,1,0,0,1
30,35058,16,2,1,1,0,0,0
47,95433,16,5,1,0,0,1,1
28,44232,15,3,1,1,0,1,1
29,30750,15,2,1,1,0,0,1
29,31350,13,2,1,1,0,1,1
59,30000,12,2,1,0,0,1,1
47,32544,15,3,0,0,1,0,1
54,19170,12,4,0,0,1,0,1
31,27900,16,1,0,0,0,0,1
63,36429,11,2,1,0,1,1,1
39,19125,13,4,0,0,0,0,0
34,24678,14,3,1,1,0,0,1
63,42876,17,1,0,0,0,1,1
40,10200,11,1,0,0,0,0,0
43,23463,16,1,0,0,0,0,0
46,21609,11,4,0,0,0,0,1
30,15300,12,3,0,0,0,0,0
30,16800,16,2,0,0,0,1,0
49,36933,16,4,1,0,0,0,1
39,13212,12,5,0,0,0,0,1
52,30099,14,2,0,0,1,1,1
46,31857,18,3,1,1,1,0,1
55,33657,12,2,1,1,0,0,1
36,6600,9,1,0,0,0,0,0
39,63135,18,3,1,1,0,0,0
52,20718,9,1,0,0,0,0,1
35,52641,18,4,1,0,1,0,0
45,25527,14,2,0,0,0,1,1
40,8850,12,1,0,0,0,0,0
26,52386,12,3,1,1,0,0,0
34,52815,18,1,0,0,0,0,0
36,36699,18,3,0,0,1,0,1
52,92904,18,1,1,0,0,1,1
49,25185,12,1,0,0,1,0,1
62,17403,12,1,0,0,0,0,1
34,20400,13,3,0,0,0,0,0
42,42819,15,4,1,1,0,0,1
52,17040,14,1,0,0,0,0,0
48,71928,16,4,1,1,0,1,1
29,12006,12,1,0,0,0,0,0
31,43005,12,2,1,1,0,1,1
51,29235,13,2,1,1,1,0,1
32,47688,15,3,1,1,0,0,0
28,18798,12,1,1,0,1,0,1
32,8553,11,3,0,0,0,0,0
58,17070,12,4,1,0,0,1,1
50,35496,12,4,1,0,0,0,1
61,37911,12,5,1,1,0,0,1
27,38670,12,4,1,1,0,0,1
28,22404,14,1,0,0,0,0,0
43,32850,12,4,1,1,0,0,0
49,16950,14,3,1,0,0,0,1
25,19248,12,1,0,0,0,0,0
41,104400,12,2,1,1,0,0,1
39,37890,15,1,0,0,0,0,1
39,36522,14,2,1,1,0,1,1
60,39393,11,2,1,0,0,1,1
33,11997,9,2,0,0,0,0,0
35,21735,12,4,1,1,0,0,0
36,34986,11,6,1,1,0,0,0
38,11919,10,2,0,0,0,0,1
31,28089,12,1,0,0,0,0,0
29,68898,12,4,1,1,0,0,1
52,103164,18,6,1,1,1,1,1
58,62790,17,1,0,0,1,1,1
30,13275,12,1,0,0,0,0,1
39,25224,12,3,0,0,1,0,0
25,10206,13,3,1,0,0,0,1
32,7284,12,4,1,1,0,0,0
38,6966,14,3,0,0,1,0,1
38,33360,12,5,1,1,0,0,1
44,20640,13,3,1,0,0,0,1
31,48423,13,2,1,1,0,1,1
40,22254,17,1,0,0,0,0,0
49,54063,12,4,1,1,1,0,1
31,18015,10,1,0,0,0,0,0
26,18090,15,1,0,0,0,0,0
28,8292,13,1,0,0,0,0,0
32,21600,12,2,0,0,1,1,0
46,9360,12,1,0,0,0,0,0
51,27060,12,4,1,1,0,0,0
58,12090,12,2,0,0,0,0,0
47,41769,16,1,0,0,1,0,1
44,115506,18,5,1,1,1,0,1
25,13254,15,1,0,0,1,0,0
48,92064,16,5,1,1,1,1,1
52,30639,8,4,1,0,0,1,1
56,56940,18,1,0,0,1,1,1
43,19680,12,1,0,0,1,0,1
53,29304,12,2,1,1,0,0,1
59,12975,12,4,0,0,0,0,1
48,3600,12,4,0,0,0,0,0
41,14481,13,4,0,0,0,0,0
44,37740,12,3,1,1,1,0,1
40,33066,8,4,1,0,0,0,0
43,54723,16,3,1,1,1,1,1
63,78750,18,4,1,1,1,0,1
27,41436,14,4,1,1,1,0,1
31,10695,10,5,1,0,1,0,1
38,88200,14,3,1,0,0,1,1
42,51492,17,1,0,0,0,1,0
48,27429,12,2,1,1,0,0,0
27,30600,12,4,1,0,0,0,0
41,28392,12,4,1,1,0,1,1
40,36000,13,2,0,0,1,0,1
46,61521,12,5,0,0,1,1,1
54,71604,13,2,1,0,0,0,1
31,24810,17,1,0,0,0,0,0
26,24372,13,1,0,0,0,0,0
51,37452,12,2,1,0,0,0,1
25,50100,16,1,0,0,0,0,1
36,9270,12,4,0,0,0,0,0
30,24060,13,6,1,0,0,0,1
34,20478,16,2,0,0,0,0,0
28,42780,12,3,1,1,1,0,1
30,44613,16,4,1,1,1,0,1
49,42690,12,4,1,1,0,0,1
39,39366,1,2,1,1,0,0,1
37,29445,12,4,1,0,0,0,1
39,38505,18,1,0,0,1,0,1
30,55359,15,2,1,0,0,0,0
43,20529,12,1,0,0,1,0,0
31,32589,12,4,1,1,0,0,1
41,31635,13,2,0,0,0,0,1
32,12834,10,6,1,0,0,0,0
43,26166,15,1,0,0,1,0,0
28,25815,18,3,1,0,0,0,0
28,19011,8,3,1,0,0,0,1
56,20979,12,2,1,0,0,1,1
31,12138,12,2,0,0,0,0,0
62,7011,9,1,0,0,0,0,0
42,6903,5,2,0,0,0,0,0
64,25380,10,1,0,0,1,1,1
26,38226,12,6,1,1,0,0,0
31,5250,8,4,1,0,0,0,1
26,4518,16,1,0,0,0,0,0
26,15615,16,1,0,0,0,0,0
27,25782,12,1,0,0,0,0,1
36,18054,9,6,1,0,0,0,0
27,4275,12,5,1,0,0,0,0
48,34437,13,3,1,0,0,0,1
32,2814,15,1,0,0,0,0,1
54,92280,17,3,1,0,0,1,1
47,25107,13,2,1,1,0,0,1
28,13650,12,5,1,1,0,0,1
56,32007,17,2,1,0,1,0,1
59,19203,12,2,1,0,0,0,1
26,20460,12,4,0,0,0,0,0
38,57609,12,4,1,1,0,0,1
46,23856,8,3,1,1,0,0,1
40,17880,12,3,0,0,0,0,0
43,84000,16,1,0,0,0,0,1
40,19329,13,1,0,0,0,0,0
38,41805,14,4,1,1,0,0,1
63,27585,16,2,1,0,1,1,1
35,20787,12,3,1,1,0,0,0
46,34608,18,3,1,1,0,1,1
50,16320,12,6,1,0,0,0,0
35,49800,16,1,0,0,0,1,1
60,30990,14,2,1,1,0,0,1
40,14520,13,1,0,0,0,0,0
61,26652,12,2,1,0,0,0,1
48,7200,12,3,1,0,0,0,0
33,33885,16,2,1,1,0,0,1
47,49206,16,4,1,1,0,0,1
40,58974,16,5,1,1,1,1,1
31,32370,16,1,0,0,0,0,0
43,23490,14,1,0,0,0,0,1
35,16815,13,1,0,0,0,0,0
32,12828,11,5,0,0,0,0,0
34,20667,12,4,1,1,0,1,0
63,20580,4,2,1,0,0,0,1
38,101886,16,2,0,0,1,1,1
45,31995,14,4,1,0,0,1,0
32,19035,12,4,1,0,1,0,1
37,16425,13,1,0,0,0,0,0
47,37800,14,2,0,0,0,0,1
56,30960,12,3,1,0,0,0,1
25,35700,16,1,0,0,0,0,0
37,46767,13,4,1,1,0,1,1
36,22743,14,5,1,1,0,0,1
49,85515,18,2,1,1,0,0,1
53,108258,16,3,1,1,0,1,1
57,11628,12,1,0,0,0,0,0
38,54183,11,4,1,1,0,0,0
64,24675,12,4,1,0,0,1,1
59,19872,12,1,0,0,0,0,1
28,21210,14,3,1,1,0,0,1
31,47160,12,2,1,1,0,0,1
40,49209,12,1,0,0,1,0,0
52,67746,18,3,1,1,1,0,1
31,10200,12,1,0,0,0,0,0
31,32871,12,4,1,0,0,0,1
42,21600,12,3,0,0,1,0,0
49,18012,12,2,0,0,0,0,1
40,60699,13,3,1,1,0,0,1
27,6030,14,3,0,0,0,0,0
57,55539,12,2,1,1,0,1,1
33,13386,13,5,0,0,0,0,1
29,17856,3,9,1,1,1,0,0
25,18060,10,5,1,0,0,0,0
46,26520,12,1,0,0,1,0,1
31,27600,12,4,1,0,0,0,1
25,56664,15,2,0,0,1,0,0
39,33600,16,2,1,0,1,0,1
42,16521,13,1,0,0,0,0,1
34,56409,14,5,1,0,0,1,1
60,4038,8,1,0,0,0,0,1
51,137160,16,3,1,1,1,1,1
26,23154,14,2,0,0,0,1,1
27,17340,5,5,1,0,0,0,0
46,35346,18,1,0,0,1,1,1
40,19200,14,2,0,0,0,0,0
56,29250,12,2,1,1,0,0,1
35,21216,14,10,1,0,0,0,0
54,44616,11,3,1,1,0,0,1
31,18525,11,3,0,0,1,0,0
62,57330,8,3,1,1,0,0,1
49,25641,12,5,1,1,0,0,1
28,13500,12,1,0,0,0,0,0
29,26865,12,4,1,1,0,0,1
36,8670,11,2,0,0,0,0,0
29,17850,3,7,1,1,0,0,1
46,20988,13,1,1,0,1,0,1
32,2430,12,5,1,1,0,0,0
38,53925,18,1,0,0,0,0,0
44,52182,12,5,1,0,0,0,1
43,79281,17,1,0,0,0,0,0
44,35700,13,4,1,1,0,0,1
40,32880,12,5,1,0,0,0,1
62,18888,12,1,0,0,1,0,0
57,3600,9,8,1,0,0,0,0
34,17007,12,4,1,0,0,0,1
31,55620,12,4,1,1,0,0,1
28,3204,12,1,0,0,0,0,0
30,41112,12,2,1,1,0,0,1
50,43500,13,6,1,0,0,0,0
51,43680,16,1,0,0,0,1,1
25,51450,12,2,0,0,0,0,1
27,46890,14,3,1,1,0,0,0
29,47838,14,2,1,1,0,0,1
27,11799,18,1,0,0,0,0,0
41,30000,16,3,0,0,0,1,1
30,29133,12,4,1,0,0,0,1
45,21048,14,4,0,0,1,0,1
27,11898,13,4,0,0,0,0,0
46,16374,6,6,1,0,0,0,1
37,47109,13,3,1,1,0,0,1
29,19206,12,5,1,0,0,0,0
52,17424,12,3,1,1,0,0,1
30,23970,13,4,1,0,0,0,1
41,32646,12,2,0,0,0,0,1
27,147996,16,2,1,1,0,0,0
42,41232,16,4,1,1,0,1,1
60,33885,7,2,1,0,0,1,1
29,46575,14,2,1,1,0,1,1
49,14631,14,2,0,0,0,0,0
44,7704,12,2,0,0,0,0,1
48,22230,9,6,1,0,0,1,1
61,13893,12,1,0,0,0,1,1
46,68085,14,2,1,0,0,1,1
46,24996,14,2,0,0,0,0,1
37,12483,12,1,0,0,0,0,1
55,36198,12,3,1,1,1,1,1
38,12930,10,5,1,0,0,0,0
55,38730,12,2,1,0,0,1,1
34,24000,17,2,0,0,0,0,0
31,13320,12,4,1,0,0,0,1
38,55377,12,4,1,1,0,1,1
35,26217,15,1,0,0,0,0,1
49,23271,18,2,0,0,1,0,0
59,23004,16,4,1,0,0,0,1
25,18582,12,2,0,0,0,1,1
35,56868,13,2,1,1,1,0,0
41,22800,9,4,1,0,0,0,1
48,61830,12,3,1,0,0,0,1
40,12597,12,1,0,0,0,0,1
55,32340,14,2,1,1,0,0,0
35,50850,13,4,1,1,0,0,1
32,36012,12,8,1,0,0,0,1
38,80613,18,4,1,1,0,1,1
26,33093,12,2,1,1,0,0,0
33,5868,15,3,0,0,0,0,0
30,17100,16,3,1,1,1,0,0
35,81075,14,3,1,0,0,1,1
43,81558,18,2,1,0,0,1,1
39,15759,12,2,0,0,0,0,1
36,42969,11,4,1,0,1,0,0
45,31674,14,1,0,0,0,0,0
64,17619,12,5,1,0,0,0,1
41,23469,14,3,0,0,0,0,1
57,33777,12,3,1,0,0,1,1
57,26010,12,4,1,1,1,1,1
53,3156,12,1,0,0,0,0,0
28,17700,12,3,0,0,0,0,0
47,5652,8,1,0,0,1,0,0
44,45816,16,3,0,0,0,1,1
51,11880,6,5,1,0,0,0,0
62,102744,13,3,1,1,0,1,1
42,24945,12,3,1,0,0,0,1
34,12240,12,1,0,0,0,0,1
42,35616,18,1,0,0,0,1,1
33,46209,12,4,1,1,0,1,1
37,28038,12,6,0,0,0,0,1
47,33000,14,1,0,0,0,0,1
27,55365,14,3,1,1,0,0,0
27,7929,18,1,1,0,0,0,0
33,54966,18,3,1,1,0,0,1
40,47184,12,3,1,1,1,0,1
31,12666,15,2,0,0,0,0,0
30,47124,11,1,0,0,0,0,0
25,15390,17,1,0,0,0,0,0
43,25131,15,5,1,1,0,0,0
28,11352,12,1,0,0,0,0,0
28,22134,13,1,0,0,0,0,0
25,19200,12,1,0,0,0,0,0
46,26100,14,3,0,0,0,1,1
32,35331,15,1,0,0,1,0,1
32,61722,13,3,1,1,0,0,1
29,37245,13,4,1,1,0,0,1
51,65865,12,2,1,1,0,1,1
42,26406,10,5,1,0,0,0,1
34,33543,12,4,1,1,0,0,1
34,10371,12,2,0,0,0,0,0
48,19500,18,1,0,0,0,1,0
30,34443,12,4,1,1,0,0,1
49,17874,12,2,0,0,0,0,1
30,44184,14,4,1,0,0,0,0
36,39594,12,1,0,0,1,0,0
36,44805,13,2,1,1,0,0,0
39,29265,10,3,1,1,1,0,1
58,19245,12,1,0,0,1,1,1
34,15600,13,4,1,0,0,0,0
50,6060,12,1,0,0,0,0,1
56,48690,12,3,1,1,1,1,1
55,34200,12,3,0,0,0,0,1
39,21435,12,2,0,0,0,0,1
53,72108,12,2,1,1,0,1,1
55,7134,10,5,1,1,0,0,1
25,14307,14,1,0,0,0,0,0
62,40500,11,3,1,1,0,1,1
44,25758,11,3,1,0,0,0,1
53,14760,12,3,1,0,0,0,1
46,27000,10,3,1,0,0,0,1
54,26316,12,1,0,0,0,0,1
44,63255,17,5,1,1,1,0,1
54,7440,8,1,0,0,1,0,1
36,17544,12,1,0,0,0,0,0
29,19797,13,2,1,1,0,0,0
61,129996,16,2,1,0,0,1,1
28,18525,12,5,1,0,0,0,1
36,13824,12,1,0,0,0,0,0
27,28740,18,1,0,0,0,0,0
44,25500,12,5,1,1,0,0,0
60,52767,18,3,1,1,0,1,1
37,20100,12,1,0,0,0,0,0
25,1560,11,1,0,0,0,0,1
40,110160,16,3,1,1,1,1,1
30,10803,11,1,0,0,1,0,0
34,26991,13,4,1,1,0,1,1
44,42300,13,1,0,0,1,0,1
60,7116,8,1,0,0,0,0,0
46,14040,12,2,0,0,1,0,0
35,21702,15,2,0,0,1,0,0
34,38520,14,2,1,0,0,0,1
47,47496,13,3,1,1,1,1,1
40,40800,18,1,0,0,1,0,1
50,33750,12,2,1,1,1,0,1
29,23127,12,2,1,1,1,0,1
30,17700,12,1,0,0,0,0,0
31,24000,12,1,0,0,0,0,1
40,28332,12,2,0,0,0,0,0
48,30438,1,3,1,0,0,1,0
39,49200,18,1,0,0,0,1,1
40,38205,13,6,1,1,0,0,1
27,40830,14,3,1,1,0,0,1
32,38376,17,3,1,1,0,1,1
49,17631,12,3,0,0,0,0,1
25,630,15,2,0,0,0,0,0
41,30927,9,3,1,0,0,1,1
63,24708,11,2,1,1,0,1,1
59,33084,12,2,1,0,0,0,1
43,64050,15,5,1,0,0,0,1
26,11232,15,2,0,0,0,0,0
32,23100,16,1,0,0,0,1,0
56,40710,12,1,0,0,0,1,1
33,31200,16,5,1,0,0,0,1
55,12600,8,3,0,0,0,0,1
27,23400,5,3,1,1,0,0,0
44,21234,15,1,0,0,1,1,1
33,46239,18,3,1,1,0,0,1
37,22500,12,1,0,0,0,0,0
61,21876,12,2,1,0,1,0,1
50,13326,6,2,1,1,0,0,1
45,37677,15,3,0,0,0,0,1
51,40011,12,2,1,0,0,0,0
40,32457,17,1,0,0,1,1,1
30,9009,6,4,1,0,0,0,0
54,98784,12,3,1,1,0,0,1
52,26910,18,1,1,0,0,1,0
39,32856,18,4,1,0,0,0,1
59,25185,14,1,0,0,0,1,1
34,86760,13,4,1,0,0,1,0
35,18633,12,2,0,0,0,1,0
37,39468,12,3,1,1,0,0,1
32,52602,16,4,1,1,1,0,1
26,25737,10,4,1,1,0,1,1
46,62250,17,2,0,0,1,0,1
26,37833,14,3,1,1,1,0,0
42,64176,12,4,1,1,0,0,1
30,27555,18,1,0,0,1,0,0
42,55791,15,4,1,1,0,0,1
39,30780,12,4,0,0,0,0,1
45,47178,14,4,1,1,0,0,1
50,12240,12,2,0,0,0,0,0
39,109392,18,5,1,1,1,0,1
53,104235,12,2,1,1,0,1,1
42,63207,12,5,1,1,0,0,1
41,70905,14,6,1,1,1,0,1
50,7980,16,4,1,0,1,0,1
28,29880,12,3,1,1,0,0,1
47,16818,14,8,0,0,0,0,1
64,42864,12,2,1,0,0,1,1
47,17010,10,3,1,0,0,0,1
29,19644,12,4,0,0,0,0,0
34,13509,3,7,1,0,0,0,1
33,59172,13,5,1,1,1,1,1
41,31254,18,1,0,0,1,0,1
31,45420,16,1,0,0,1,0,0
49,19800,16,1,0,0,1,0,1
46,71988,18,1,1,0,1,1,0
32,13242,12,3,1,1,0,0,1
38,24795,14,3,1,0,0,0,1
36,38100,16,1,0,0,0,1,0
52,26118,11,3,1,1,0,0,1
36,8622,16,1,0,0,0,0,0
32,19638,9,4,0,0,0,0,0
29,52200,16,2,1,1,0,0,0
27,32040,12,4,1,1,0,0,0
27,25200,13,1,0,0,0,0,0
48,34074,8,5,1,0,0,0,1
39,10800,12,2,0,0,0,0,0
54,19371,12,3,1,0,1,0,0
32,24624,14,4,1,0,0,1,1
26,28035,12,3,0,0,0,0,0
36,12243,12,2,0,0,0,0,0
33,44388,12,5,1,0,0,0,1
31,9150,12,2,0,0,0,0,0
40,69120,14,7,1,1,0,0,0
44,32460,14,2,1,0,1,0,1
59,13170,12,1,0,0,1,1,1
40,60360,18,3,1,0,0,1,1
50,91704,16,3,1,1,0,0,0
46,23391,12,2,1,0,0,1,0
48,151572,18,3,1,1,1,1,1
36,15639,12,7,1,0,0,0,0
43,36510,15,7,1,1,0,0,1
48,26604,12,3,1,1,0,0,1
56,20310,12,2,0,0,0,0,0
27,25995,12,5,1,1,0,0,0
39,52416,12,6,1,1,0,0,1
37,41358,16,5,1,0,0,1,1
39,17424,9,6,1,1,1,0,1
50,18981,18,2,0,0,1,1,1
35,28647,14,3,0,0,0,0,0
33,54288,12,4,1,1,0,0,1
26,6663,12,4,0,0,0,0,0
35,23904,12,3,1,1,0,0,0
26,50400,16,3,1,0,0,0,0
64,15366,11,1,0,0,0,0,1
27,55683,17,2,1,0,0,0,0
37,10710,10,1,0,0,0,0,0
30,25917,12,3,0,0,0,0,0
25,34794,12,3,1,1,1,0,1
33,20250,12,1,0,0,0,0,0
31,2541,12,3,1,1,0,1,1
36,26400,13,2,0,0,0,0,0
40,24615,12,4,1,0,0,0,1
30,10560,12,5,1,0,0,0,1
40,121404,14,3,1,1,0,0,0
32,12720,8,3,1,0,0,0,0
51,34302,18,2,0,0,0,1,0
39,43089,18,4,1,1,1,0,1
34,12168,12,1,0,0,0,0,0
28,38058,12,1,0,0,1,0,1
35,70290,12,4,1,0,0,0,1
58,49290,16,6,1,0,1,0,1
52,32511,12,2,1,0,0,1,1
52,4890,10,1,0,0,0,0,1
27,10725,12,5,1,0,0,0,0
41,23562,17,1,0,0,0,0,0
56,15480,10,4,0,0,0,0,0
30,15966,12,1,0,0,1,0,0
41,51510,16,4,1,0,0,1,1
40,39954,16,3,1,1,0,0,0
42,30600,11,4,1,0,0,0,1
59,40290,13,2,1,1,0,0,0
58,14247,14,4,1,0,0,0,0
63,12294,16,2,1,0,0,1,1
48,20418,8,2,1,1,0,0,0
27,19380,16,3,0,0,0,0,1
38,12300,7,7,1,0,0,0,0
36,35997,16,4,1,1,0,0,1
47,16260,10,2,0,0,0,0,1
33,18621,12,1,0,0,0,0,1
49,13950,13,6,0,0,0,0,0
43,104778,12,3,1,1,1,1,1
30,57000,14,2,1,1,0,0,1
51,32526,12,3,1,1,1,0,1
46,73785,12,4,1,1,1,1,1
54,12048,14,2,0,0,1,0,1
38,19212,17,1,0,0,1,0,0
40,21975,13,1,0,0,1,0,0
50,49830,8,1,0,0,0,1,1
40,41568,12,2,1,1,0,0,1
40,16848,8,4,1,0,0,0,0
25,27606,14,3,1,0,0,0,0
42,40035,12,7,1,1,0,0,0
28,42801,13,2,1,1,0,0,1
37,18240,10,3,0,0,0,0,0
51,14574,12,1,0,0,0,0,1
28,29160,12,1,0,0,0,0,0
35,17472,12,3,1,0,0,0,0
25,24534,14,3,1,0,0,0,0
34,12000,12,5,0,0,0,0,0
49,18975,12,2,0,0,1,0,1
55,28893,13,4,1,1,0,0,0
45,18600,2,6,1,0,0,0,1
41,41040,14,1,0,0,0,0,0
61,37980,13,2,0,0,0,1,1
45,76938,17,4,1,1,0,1,1
35,42540,16,5,1,0,0,0,0
62,44403,10,2,1,0,0,0,1
29,30606,12,2,1,1,0,0,1
31,43116,14,1,0,0,0,0,1
31,20418,12,4,1,0,0,0,0
38,17946,12,1,0,0,0,0,0
59,45519,12,2,1,1,0,1,1
30,32430,12,4,1,0,0,0,1
28,24258,13,3,1,1,0,0,1
39,34908,12,3,1,1,0,1,0
28,510,16,1,0,0,0,0,0
30,18378,12,4,1,0,0,0,0
44,63627,18,2,1,1,0,0,1
46,36930,13,1,0,0,1,0,1
46,85065,12,4,1,1,0,0,1
27,14655,12,3,0,0,0,0,0
34,35118,15,7,1,0,0,1,1
27,28845,12,2,0,0,0,0,0
28,11616,11,1,0,0,0,0,0
41,15480,7,4,1,1,0,0,1
41,26610,16,4,1,0,0,0,0
29,11721,12,3,0,0,0,0,0
44,24174,14,1,0,0,1,0,0
42,16326,15,4,1,1,1,0,1
35,51300,15,5,1,0,0,1,1
52,46800,13,4,1,1,0,0,0
49,16284,10,1,0,0,0,0,0
64,26733,13,2,1,0,0,0,0
58,27264,12,3,1,1,0,0,0
28,21639,13,2,0,0,0,0,1
54,27240,16,5,0,0,1,0,0
44,19560,17,1,0,0,0,0,0
45,39207,15,3,0,0,1,0,1
28,27546,16,1,0,0,0,0,0
30,8400,12,2,0,0,0,0,0
38,56115,12,2,1,1,0,0,1
37,30438,10,3,1,0,0,1,1
52,110952,12,5,1,1,0,1,1
25,18846,18,1,0,0,0,0,0
31,42336,14,5,1,1,0,0,0
31,27906,16,3,1,0,0,1,1
46,36120,14,1,0,0,0,1,1
37,13839,16,1,0,0,0,0,1
36,7317,18,1,1,0,0,0,0
45,61830,13,3,1,1,0,0,1
62,45432,12,3,1,0,0,1,1
58,33219,12,4,1,0,0,0,1
32,13140,12,2,0,0,0,0,0
43,12240,12,3,0,0,1,0,0
46,33408,15,1,0,0,1,0,1
36,29160,17,3,0,0,1,0,1
39,91980,13,3,1,1,0,1,1
33,25326,10,4,1,0,0,0,0
37,19446,11,4,1,1,0,0,1
38,25290,14,5,1,0,0,0,1
37,30942,18,3,0,0,0,0,1
30,20400,13,3,0,0,0,0,0
33,31236,12,6,1,1,0,0,1
45,9456,14,1,0,0,0,0,1
36,48300,13,4,1,0,0,0,1
44,15135,12,5,1,1,0,0,0
38,31020,10,4,1,1,0,0,1
60,38949,12,2,1,0,0,0,1
60,12792,9,1,0,0,0,0,1
25,4944,18,1,0,0,0,0,0
30,20430,13,1,0,0,0,0,0
41,30240,14,1,0,0,0,0,1
57,32592,13,4,1,1,0,0,1
44,55344,15,4,1,0,0,0,1
63,55500,15,2,1,0,0,1,1
28,22833,12,3,0,0,0,0,0
38,41496,12,1,0,0,0,0,1
28,7779,13,1,0,0,0,0,0
29,44670,14,4,1,0,0,0,0
38,5133,15,1,1,0,0,0,0
33,25356,1,4,1,1,1,0,1
37,7563,12,5,1,1,0,0,0
61,49002,12,5,1,1,0,0,1
34,13320,10,4,1,1,0,0,1
43,14829,12,3,0,0,0,0,1
29,15555,9,2,0,0,0,0,0
51,8730,12,2,1,0,0,0,1
46,25332,12,2,0,0,0,0,1
50,17688,9,3,1,0,0,0,1
34,29430,16,2,0,0,0,0,0
34,39303,16,1,0,0,0,0,0
58,8607,10,2,0,0,0,0,0
25,19458,12,2,1,0,0,0,0
59,7740,7,2,1,0,0,0,1
55,4590,10,4,0,0,0,0,0
60,17124,12,2,0,0,0,0,0
59,36696,14,1,0,0,1,1,0
37,52821,16,5,1,0,0,1,1
57,24612,10,3,1,0,0,0,1
58,19986,11,3,1,0,0,0,1
44,55230,16,3,1,1,1,1,1
52,50544,18,2,0,0,1,1,1
30,12633,15,4,0,0,0,0,0
27,16530,10,3,0,0,0,0,0
28,21600,15,2,0,0,0,0,0
45,15840,11,2,1,1,0,0,1
50,31296,12,3,1,0,0,0,1
30,15300,12,1,0,0,1,0,0
41,27375,12,4,1,1,0,0,1
62,9690,8,1,0,0,0,0,1
42,12240,12,4,0,0,0,0,1
35,12963,12,1,0,0,0,0,1
35,19260,12,4,1,0,0,0,1
46,5589,12,2,0,0,0,0,0
41,9345,16,1,0,0,1,1,1
45,63300,12,2,1,1,0,1,0
46,11640,8,3,0,0,1,0,0
43,14172,12,4,0,0,1,0,1
41,240,12,1,0,0,0,0,0
34,11850,12,3,1,1,0,0,0
55,9888,8,1,0,0,0,0,1
37,30507,12,3,1,1,0,1,1
38,9759,5,7,1,0,0,0,1
39,58650,16,6,1,1,0,0,1
51,35031,12,1,0,0,1,1,1
39,15720,13,4,0,0,0,0,0
27,15444,12,7,1,0,0,0,0
45,33240,17,4,1,0,0,0,1
45,72075,18,1,0,0,0,1,1
40,63225,12,6,1,0,0,1,1
51,30516,12,3,1,0,0,0,1
39,30825,15,1,0,0,0,1,1
43,12828,11,5,0,0,0,0,1
32,25338,13,5,1,1,0,0,0
38,31938,12,4,1,0,0,0,1
43,17880,12,3,0,0,0,0,1
42,63858,17,3,1,1,1,1,1
36,21525,13,1,0,0,0,1,1
61,14466,9,2,1,0,0,0,1
29,36213,9,6,1,1,0,0,0
48,19200,16,5,0,0,0,0,0
39,26700,13,4,1,0,0,0,1
29,68439,16,3,1,1,0,0,0
48,20970,10,4,0,0,0,0,0
49,23100,18,1,0,0,0,0,1
48,31830,14,1,0,0,0,0,1
48,49263,12,4,1,0,0,0,1
31,47154,16,3,1,0,0,0,1
53,8700,12,3,0,0,0,0,1
61,40770,12,2,1,1,0,0,0
42,50937,14,5,1,1,0,0,1
46,49431,12,4,1,1,0,1,1
59,49701,12,1,0,0,0,1,0
43,17706,16,3,0,0,0,0,0
